Customer_ID,recency,frequency,monetary,Recency_segment,Frequency_segment,Monetary_Segment
MR-175454,4018,6,640,Dormant,Occasional,"Medium Spender"
EB-39752,3928,7,640,Dormant,Occasional,"Medium Spender"
TC-114753,4301,10,639,Dormant,Frequent,"Medium Spender"
EM-41401,4470,9,639,Dormant,Occasional,"Medium Spender"
CD-22802,3953,5,638,Dormant,Occasional,"Medium Spender"
BF-11702,4086,5,637,Dormant,Occasional,"Medium Spender"
MV-74851,4363,3,636,Dormant,Rare,"Medium Spender"
EH-39901,4613,10,635,Dormant,Frequent,"Medium Spender"
SC-200953,3968,4,635,Dormant,Rare,"Medium Spender"
MC-76351,4797,9,634,Dormant,Occasional,"Medium Spender"
ML-180403,4327,6,633,Dormant,Occasional,"Medium Spender"
AR-108251,4271,6,633,Dormant,Occasional,"Medium Spender"
NB-85801,4321,10,633,Dormant,Frequent,"Medium Spender"
AA-103153,4587,5,633,Dormant,Occasional,"Medium Spender"
SC-102601,4038,2,633,Dormant,Rare,"Medium Spender"
TS-210851,3942,6,632,Dormant,Occasional,"Medium Spender"
DB-30601,4139,7,631,Dormant,Occasional,"Medium Spender"
SC-204402,4018,5,631,Dormant,Occasional,"Medium Spender"
AJ-109604,3967,5,629,Dormant,Occasional,"Medium Spender"
CM-27151,4846,7,629,Dormant,Occasional,"Medium Spender"
GM-45002,4264,5,628,Dormant,Occasional,"Medium Spender"
LM-170653,4083,4,628,Dormant,Rare,"Medium Spender"
JK-61201,4535,7,625,Dormant,Occasional,"Medium Spender"
BM-115752,3986,5,625,Dormant,Occasional,"Medium Spender"
JO-151453,3983,5,624,Dormant,Occasional,"Medium Spender"
PJ-90151,4408,5,623,Dormant,Occasional,"Medium Spender"
MH-80253,3907,5,623,Dormant,Occasional,"Medium Spender"
JK-52051,5090,1,621,Dormant,Rare,"Medium Spender"
PB-88052,4622,2,620,Dormant,Rare,"Medium Spender"
JR-62101,3930,7,617,Dormant,Occasional,"Medium Spender"
MD-73503,3975,3,616,Dormant,Rare,"Medium Spender"
RR-193154,3912,4,615,Dormant,Rare,"Medium Spender"
BE-13352,4465,3,615,Dormant,Rare,"Medium Spender"
SS-205154,4384,6,613,Dormant,Occasional,"Medium Spender"
SC-108451,4444,2,613,Dormant,Rare,"Medium Spender"
JE-56101,4068,10,613,Dormant,Frequent,"Medium Spender"
SW-107551,3936,8,610,Dormant,Occasional,"Medium Spender"
RD-94801,4098,7,609,Dormant,Occasional,"Medium Spender"
KB-66001,3902,7,608,Dormant,Occasional,"Medium Spender"
HP-48151,4125,4,608,Dormant,Rare,"Medium Spender"
KH-63602,3993,5,608,Dormant,Occasional,"Medium Spender"
MC-78452,3927,3,608,Dormant,Rare,"Medium Spender"
JS-55953,4572,10,608,Dormant,Frequent,"Medium Spender"
BT-114404,4453,7,605,Dormant,Occasional,"Medium Spender"
EH-37651,4021,11,605,Dormant,Frequent,"Medium Spender"
TP-114151,4534,5,605,Dormant,Occasional,"Medium Spender"
CM-21152,4203,2,604,Dormant,Rare,"Medium Spender"
CS-121753,4011,6,602,Dormant,Occasional,"Medium Spender"
MH-174403,4039,10,601,Dormant,Frequent,"Medium Spender"
AJ-107803,3954,13,601,Dormant,Frequent,"Medium Spender"
EB-141103,3928,6,601,Dormant,Occasional,"Medium Spender"
BF-109754,3984,13,600,Dormant,Frequent,"Medium Spender"
CR-28201,3948,5,600,Dormant,Occasional,"Medium Spender"
CA-20552,4151,9,600,Dormant,Occasional,"Medium Spender"
BT-15303,4789,4,599,Dormant,Rare,"Medium Spender"
JL-58501,4590,3,599,Dormant,Rare,"Medium Spender"
KB-166002,3979,5,598,Dormant,Occasional,"Medium Spender"
GM-44401,3894,8,596,Dormant,Occasional,"Medium Spender"
MZ-173354,3923,6,594,Dormant,Occasional,"Medium Spender"
FC-42452,4476,5,594,Dormant,Occasional,"Medium Spender"
AC-6152,3985,11,593,Dormant,Frequent,"Medium Spender"
BD-16351,4357,9,592,Dormant,Occasional,"Medium Spender"
TB-211902,4434,5,591,Dormant,Occasional,"Medium Spender"
TD-109953,4194,6,589,Dormant,Occasional,"Medium Spender"
CR-28202,4091,6,588,Dormant,Occasional,"Medium Spender"
HP-48152,3956,4,588,Dormant,Rare,"Medium Spender"
PM-89402,4570,8,587,Dormant,Occasional,"Medium Spender"
NF-84753,4007,7,587,Dormant,Occasional,"Medium Spender"
NP-83253,4289,4,587,Dormant,Rare,"Medium Spender"
TC-109801,4229,15,587,Dormant,Frequent,"Medium Spender"
AS-102404,4085,13,586,Dormant,Frequent,"Medium Spender"
DL-133304,3950,8,585,Dormant,Occasional,"Medium Spender"
RH-95101,4593,8,585,Dormant,Occasional,"Medium Spender"
DK-32252,4143,4,585,Dormant,Rare,"Medium Spender"
SF-100651,4122,6,585,Dormant,Occasional,"Medium Spender"
TS-112051,4200,2,584,Dormant,Rare,"Medium Spender"
BD-116354,3902,5,583,Dormant,Occasional,"Medium Spender"
LC-69602,4084,5,583,Dormant,Occasional,"Medium Spender"
PJ-88351,4193,8,581,Dormant,Occasional,"Medium Spender"
BP-11851,3897,8,580,Dormant,Occasional,"Medium Spender"
MO-75001,4628,3,580,Dormant,Rare,"Medium Spender"
AP-7202,4020,3,576,Dormant,Rare,"Medium Spender"
JF-53551,4025,6,575,Dormant,Occasional,"Medium Spender"
PW-90302,4453,9,574,Dormant,Occasional,"Medium Spender"
DC-32851,4630,4,574,Dormant,Rare,"Medium Spender"
KE-64201,4144,4,573,Dormant,Rare,"Medium Spender"
TP-115652,4579,3,573,Dormant,Rare,"Medium Spender"
KM-63753,4214,5,572,Dormant,Occasional,"Medium Spender"
RH-196001,4077,4,572,Dormant,Rare,"Medium Spender"
NK-184904,3963,11,571,Dormant,Frequent,"Medium Spender"
DP-33903,3905,8,571,Dormant,Occasional,"Medium Spender"
HA-49202,3983,6,571,Dormant,Occasional,"Medium Spender"
TG-113103,4160,2,571,Dormant,Rare,"Medium Spender"
HZ-149503,4381,3,571,Dormant,Rare,"Medium Spender"
JG-151151,3961,4,570,Dormant,Rare,"Medium Spender"
LL-68402,3935,6,570,Dormant,Occasional,"Medium Spender"
TC-112952,4391,2,569,Dormant,Rare,"Medium Spender"
MS-75301,4830,4,569,Dormant,Rare,"Medium Spender"
CS-123552,4020,5,568,Dormant,Occasional,"Medium Spender"
AH-105853,4291,4,567,Dormant,Rare,"Medium Spender"
JL-52352,3894,4,566,Dormant,Rare,"Medium Spender"
CD-22801,3905,9,566,Dormant,Occasional,"Medium Spender"
NC-185352,4196,10,565,Dormant,Frequent,"Medium Spender"
RS-98702,4216,8,565,Dormant,Occasional,"Medium Spender"
GW-46051,4367,9,565,Dormant,Occasional,"Medium Spender"
RS-97652,4016,5,565,Dormant,Occasional,"Medium Spender"
CM-119354,4601,4,565,Dormant,Rare,"Medium Spender"
IM-150553,4152,5,564,Dormant,Occasional,"Medium Spender"
DC-28503,4093,5,564,Dormant,Occasional,"Medium Spender"
PW-192401,4296,11,563,Dormant,Frequent,"Medium Spender"
KH-163303,4318,3,563,Dormant,Rare,"Medium Spender"
EH-139451,4013,8,562,Dormant,Occasional,"Medium Spender"
AA-103752,4210,7,560,Dormant,Occasional,"Medium Spender"
MA-75601,4125,2,559,Dormant,Rare,"Medium Spender"
LA-67801,3971,6,559,Dormant,Occasional,"Medium Spender"
AH-101201,4364,3,558,Dormant,Rare,"Medium Spender"
MG-76951,4234,5,557,Dormant,Occasional,"Medium Spender"
EN-37802,4098,8,557,Dormant,Occasional,"Medium Spender"
EB-139303,4490,2,557,Dormant,Rare,"Medium Spender"
JE-157153,3942,5,556,Dormant,Occasional,"Medium Spender"
AJ-9602,4187,8,556,Dormant,Occasional,"Medium Spender"
CM-23851,4467,4,553,Dormant,Rare,"Medium Spender"
ML-73952,4063,5,553,Dormant,Occasional,"Medium Spender"
NP-87002,3930,5,552,Dormant,Occasional,"Medium Spender"
CS-24002,4672,2,552,Dormant,Rare,"Medium Spender"
CS-124604,3920,6,551,Dormant,Occasional,"Medium Spender"
MV-81902,4353,6,551,Dormant,Occasional,"Medium Spender"
DD-135701,4003,3,551,Dormant,Rare,"Medium Spender"
LW-68252,3925,11,550,Dormant,Frequent,"Medium Spender"
CC-122203,4560,9,550,Dormant,Occasional,"Medium Spender"
KW-65701,3941,5,549,Dormant,Occasional,"Medium Spender"
KN-167052,5005,5,548,Dormant,Occasional,"Medium Spender"
DB-34051,4450,2,548,Dormant,Rare,"Medium Spender"
KN-64502,4013,5,548,Dormant,Occasional,"Medium Spender"
CK-25952,4508,6,547,Dormant,Occasional,"Medium Spender"
BG-17402,3936,9,547,Dormant,Occasional,"Medium Spender"
RW-96301,5046,2,546,Dormant,Rare,"Medium Spender"
KT-64653,4077,7,545,Dormant,Occasional,"Medium Spender"
TZ-215801,4138,5,545,Dormant,Occasional,"Medium Spender"
VF-117151,3987,6,543,Dormant,Occasional,"Medium Spender"
BT-116803,4009,6,543,Dormant,Occasional,"Medium Spender"
BT-14401,4014,5,541,Dormant,Occasional,"Medium Spender"
AT-4351,4105,6,540,Dormant,Occasional,"Medium Spender"
AH-4651,4134,5,540,Dormant,Occasional,"Medium Spender"
JE-156103,3935,5,540,Dormant,Occasional,"Medium Spender"
JJ-54452,3912,6,539,Dormant,Occasional,"Medium Spender"
MK-181603,4549,4,539,Dormant,Rare,"Medium Spender"
CS-118604,4055,7,538,Dormant,Occasional,"Medium Spender"
JH-59852,4045,9,538,Dormant,Occasional,"Medium Spender"
FW-43952,3893,7,537,Dormant,Occasional,"Medium Spender"
EJ-137202,4075,5,537,Dormant,Occasional,"Medium Spender"
JM-61951,4010,4,535,Dormant,Rare,"Medium Spender"
JL-155051,4024,5,534,Dormant,Occasional,"Medium Spender"
CS-19501,4028,2,533,Dormant,Rare,"Medium Spender"
PK-90751,4387,3,533,Dormant,Rare,"Medium Spender"
PP-189553,3948,6,533,Dormant,Occasional,"Medium Spender"
KB-66003,3956,6,531,Dormant,Occasional,"Medium Spender"
NP-83252,4756,2,531,Dormant,Rare,"Medium Spender"
PS-87601,4240,2,531,Dormant,Rare,"Medium Spender"
JH-158204,4067,8,529,Dormant,Occasional,"Medium Spender"
LW-171251,4418,1,529,Dormant,Rare,"Medium Spender"
RB-195704,3918,9,528,Dormant,Occasional,"Medium Spender"
TB-111751,4109,4,528,Dormant,Rare,"Medium Spender"
CH-20701,4367,6,528,Dormant,Occasional,"Medium Spender"
DW-131953,3982,5,526,Dormant,Occasional,"Medium Spender"
MC-174252,4334,6,526,Dormant,Occasional,"Medium Spender"
EJ-37202,4049,4,525,Dormant,Rare,"Medium Spender"
TS-114301,4011,7,523,Dormant,Occasional,"Medium Spender"
GM-46801,4968,4,522,Dormant,Rare,"Medium Spender"
LE-168103,4187,4,521,Dormant,Rare,"Medium Spender"
SH-99751,3957,6,520,Dormant,Occasional,"Medium Spender"
CC-24753,3948,5,519,Dormant,Occasional,"Medium Spender"
AP-9152,3985,4,517,Dormant,Rare,"Medium Spender"
KD-64952,4605,4,517,Dormant,Rare,"Medium Spender"
PR-88801,4089,6,517,Dormant,Occasional,"Medium Spender"
CW-19052,5133,2,514,Dormant,Rare,"Medium Spender"
ME-77251,3904,7,514,Dormant,Occasional,"Medium Spender"
CC-21001,3953,2,513,Dormant,Rare,"Medium Spender"
JE-161653,3934,7,513,Dormant,Occasional,"Medium Spender"
AG-3301,3895,9,513,Dormant,Occasional,"Medium Spender"
TP-111302,4032,4,513,Dormant,Rare,"Medium Spender"
SN-107102,4269,4,510,Dormant,Rare,"Medium Spender"
PW-90301,3950,5,509,Dormant,Occasional,"Medium Spender"
CC-21002,4038,6,507,Dormant,Occasional,"Medium Spender"
BB-9901,3943,4,507,Dormant,Rare,"Medium Spender"
JB-54002,3975,5,506,Dormant,Occasional,"Medium Spender"
DD-35702,4033,6,506,Dormant,Occasional,"Medium Spender"
LS-72301,4167,8,505,Dormant,Occasional,"Medium Spender"
SA-108301,3942,6,505,Dormant,Occasional,"Medium Spender"
TP-214152,4011,5,504,Dormant,Occasional,"Medium Spender"
SP-108601,4291,4,503,Dormant,Rare,"Medium Spender"
CS-125052,4719,4,503,Dormant,Rare,"Medium Spender"
JP-54602,4081,3,503,Dormant,Rare,"Medium Spender"
SW-103502,3999,8,501,Dormant,Occasional,"Medium Spender"
PN-87752,3946,3,499,Dormant,Rare,"Low Spender"
JE-57451,4718,3,499,Dormant,Rare,"Low Spender"
PL-89252,3942,3,498,Dormant,Rare,"Low Spender"
JM-58653,4054,2,498,Dormant,Rare,"Low Spender"
ML-73951,4025,8,497,Dormant,Occasional,"Low Spender"
AY-105554,3907,10,496,Dormant,Frequent,"Low Spender"
SV-103652,4076,6,496,Dormant,Occasional,"Low Spender"
AA-4801,4768,5,496,Dormant,Occasional,"Low Spender"
RP-192703,4193,10,495,Dormant,Frequent,"Low Spender"
JC-157753,4343,2,495,Dormant,Rare,"Low Spender"
PS-90452,4072,7,489,Dormant,Occasional,"Low Spender"
SS-108751,4143,3,489,Dormant,Rare,"Low Spender"
JF-153551,3927,6,488,Dormant,Occasional,"Low Spender"
AG-2703,3906,4,486,Dormant,Rare,"Low Spender"
CC-21452,4397,7,486,Dormant,Occasional,"Low Spender"
TS-111602,3998,12,484,Dormant,Frequent,"Low Spender"
GR-45602,4103,8,483,Dormant,Occasional,"Low Spender"
CG-20402,4271,5,483,Dormant,Occasional,"Low Spender"
AG-4953,3962,10,482,Dormant,Frequent,"Low Spender"
PG-88951,4192,7,482,Dormant,Occasional,"Low Spender"
RO-97802,4898,4,482,Dormant,Rare,"Low Spender"
BT-16801,3950,4,482,Dormant,Rare,"Low Spender"
SW-102452,4131,4,482,Dormant,Rare,"Low Spender"
AA-4803,4207,4,482,Dormant,Rare,"Low Spender"
MC-75901,4229,4,481,Dormant,Rare,"Low Spender"
BD-16052,4245,3,481,Dormant,Rare,"Low Spender"
SS-208752,3907,5,481,Dormant,Occasional,"Low Spender"
MC-81302,4605,4,480,Dormant,Rare,"Low Spender"
DL-29252,4048,9,478,Dormant,Occasional,"Low Spender"
LC-169603,3895,7,478,Dormant,Occasional,"Low Spender"
BO-13501,3914,6,477,Dormant,Occasional,"Low Spender"
JL-155052,3923,6,477,Dormant,Occasional,"Low Spender"
MS-175304,4327,7,476,Dormant,Occasional,"Low Spender"
DH-30752,4382,6,476,Dormant,Occasional,"Low Spender"
PF-91652,4018,4,476,Dormant,Rare,"Low Spender"
CR-126254,4363,4,475,Dormant,Rare,"Low Spender"
GM-46951,4152,4,474,Dormant,Rare,"Low Spender"
JS-159404,4356,8,471,Dormant,Occasional,"Low Spender"
JE-154753,3929,6,471,Dormant,Occasional,"Low Spender"
TG-116401,4116,3,469,Dormant,Rare,"Low Spender"
NC-85352,4031,9,469,Dormant,Occasional,"Low Spender"
AG-4951,4098,4,469,Dormant,Rare,"Low Spender"
LW-168253,4025,3,469,Dormant,Rare,"Low Spender"
RS-98701,3913,5,467,Dormant,Occasional,"Low Spender"
JM-52502,4027,5,467,Dormant,Occasional,"Low Spender"
CS-21301,4198,3,466,Dormant,Rare,"Low Spender"
AA-6452,3944,3,465,Dormant,Rare,"Low Spender"
DB-31202,4251,2,465,Dormant,Rare,"Low Spender"
ER-38551,3946,4,464,Dormant,Rare,"Low Spender"
CD-127903,3969,7,463,Dormant,Occasional,"Low Spender"
RB-193603,4066,8,463,Dormant,Occasional,"Low Spender"
EC-140504,3946,7,462,Dormant,Occasional,"Low Spender"
PG-88201,5335,2,459,Dormant,Rare,"Low Spender"
SG-108901,4293,6,459,Dormant,Occasional,"Low Spender"
PK-90752,4440,7,459,Dormant,Occasional,"Low Spender"
MH-74551,4000,6,457,Dormant,Occasional,"Low Spender"
KL-166453,4019,5,457,Dormant,Occasional,"Low Spender"
LW-169903,3916,6,456,Dormant,Occasional,"Low Spender"
NL-183103,3954,6,455,Dormant,Occasional,"Low Spender"
KM-166604,3908,9,454,Dormant,Occasional,"Low Spender"
SJ-105001,4167,3,454,Dormant,Rare,"Low Spender"
HL-50402,4081,4,452,Dormant,Rare,"Low Spender"
HJ-148753,4433,7,451,Dormant,Occasional,"Low Spender"
LS-69752,4205,4,451,Dormant,Rare,"Low Spender"
MH-80251,4551,4,451,Dormant,Rare,"Low Spender"
KW-165704,4664,5,449,Dormant,Occasional,"Low Spender"
GH-44852,4271,3,449,Dormant,Rare,"Low Spender"
GB-45752,4811,3,449,Dormant,Rare,"Low Spender"
PA-90602,4070,7,448,Dormant,Occasional,"Low Spender"
DM-130153,3989,6,448,Dormant,Occasional,"Low Spender"
TB-112802,4181,6,448,Dormant,Occasional,"Low Spender"
TC-114751,4097,4,448,Dormant,Rare,"Low Spender"
HW-49351,3949,3,443,Dormant,Rare,"Low Spender"
SN-105602,5305,4,441,Dormant,Rare,"Low Spender"
KN-167053,4556,8,441,Dormant,Occasional,"Low Spender"
DC-132851,4343,2,440,Dormant,Rare,"Low Spender"
TT-212654,4299,3,439,Dormant,Rare,"Low Spender"
AS-901,3914,7,436,Dormant,Occasional,"Low Spender"
AM-3601,4083,7,435,Dormant,Occasional,"Low Spender"
CA-19651,4079,4,435,Dormant,Rare,"Low Spender"
DW-35851,3921,4,435,Dormant,Rare,"Low Spender"
TZ-114453,4261,6,434,Dormant,Occasional,"Low Spender"
LH-67502,4018,4,433,Dormant,Rare,"Low Spender"
ST-205304,4018,12,432,Dormant,Frequent,"Low Spender"
EK-137953,4112,2,432,Dormant,Rare,"Low Spender"
JB-154001,4277,3,432,Dormant,Rare,"Low Spender"
JS-60302,4595,2,431,Dormant,Rare,"Low Spender"
SP-106501,4290,6,431,Dormant,Occasional,"Low Spender"
NG-84301,3930,8,430,Dormant,Occasional,"Low Spender"
BD-16201,4109,6,429,Dormant,Occasional,"Low Spender"
AB-101501,4003,4,429,Dormant,Rare,"Low Spender"
SC-100202,4300,8,428,Dormant,Occasional,"Low Spender"
DW-35402,5088,2,428,Dormant,Rare,"Low Spender"
VG-218054,4179,6,427,Dormant,Occasional,"Low Spender"
KW-64351,4040,11,427,Dormant,Frequent,"Low Spender"
JC-53401,4035,7,427,Dormant,Occasional,"Low Spender"
AR-4052,4115,5,426,Dormant,Occasional,"Low Spender"
SJ-201251,4032,6,425,Dormant,Occasional,"Low Spender"
FC-43352,4003,6,425,Dormant,Occasional,"Low Spender"
TB-111901,4284,4,424,Dormant,Rare,"Low Spender"
JM-52652,4013,1,424,Dormant,Rare,"Low Spender"
CT-19951,4676,3,424,Dormant,Rare,"Low Spender"
AP-7201,3930,8,423,Dormant,Occasional,"Low Spender"
EB-37052,5216,3,422,Dormant,Rare,"Low Spender"
HG-50252,4366,4,420,Dormant,Rare,"Low Spender"
SP-105451,3911,4,419,Dormant,Rare,"Low Spender"
EB-141702,4250,2,419,Dormant,Rare,"Low Spender"
ME-73201,4097,6,419,Dormant,Occasional,"Low Spender"
LR-69152,4577,8,419,Dormant,Occasional,"Low Spender"
SS-205904,4325,9,418,Dormant,Occasional,"Low Spender"
RB-94651,5104,3,418,Dormant,Rare,"Low Spender"
TC-111451,4041,3,417,Dormant,Rare,"Low Spender"
PO-91801,3922,9,416,Dormant,Occasional,"Low Spender"
BT-114854,4552,3,415,Dormant,Rare,"Low Spender"
TB-112803,4049,7,415,Dormant,Occasional,"Low Spender"
CA-23102,4397,4,414,Dormant,Rare,"Low Spender"
BP-10951,4110,4,414,Dormant,Rare,"Low Spender"
AG-3901,5013,7,414,Dormant,Occasional,"Low Spender"
AW-9301,4063,7,413,Dormant,Occasional,"Low Spender"
BG-16951,3937,8,413,Dormant,Occasional,"Low Spender"
CM-26551,3943,6,412,Dormant,Occasional,"Low Spender"
DV-134652,4301,5,412,Dormant,Occasional,"Low Spender"
CJ-18751,3925,4,411,Dormant,Rare,"Low Spender"
BW-11101,4077,5,411,Dormant,Occasional,"Low Spender"
AB-1652,4602,1,411,Dormant,Rare,"Low Spender"
AM-7053,4784,2,411,Dormant,Rare,"Low Spender"
JF-55652,4345,7,410,Dormant,Occasional,"Low Spender"
SZ-100351,4849,2,409,Dormant,Rare,"Low Spender"
SC-208003,4095,5,408,Dormant,Occasional,"Low Spender"
PH-187902,4690,2,408,Dormant,Rare,"Low Spender"
BF-112751,4629,2,407,Dormant,Rare,"Low Spender"
KA-65251,4184,4,407,Dormant,Rare,"Low Spender"
YC-218953,4768,8,406,Dormant,Occasional,"Low Spender"
TC-115352,4263,2,405,Dormant,Rare,"Low Spender"
KH-66901,4131,5,405,Dormant,Occasional,"Low Spender"
EH-37652,5012,3,405,Dormant,Rare,"Low Spender"
ML-177553,4467,7,404,Dormant,Occasional,"Low Spender"
LW-172152,4168,4,404,Dormant,Rare,"Low Spender"
PO-91953,4151,7,403,Dormant,Occasional,"Low Spender"
NG-83552,4588,5,403,Dormant,Occasional,"Low Spender"
BE-14552,4439,2,403,Dormant,Rare,"Low Spender"
NF-83852,4444,4,402,Dormant,Rare,"Low Spender"
MH-174404,4269,9,400,Dormant,Occasional,"Low Spender"
RF-98402,4031,7,400,Dormant,Occasional,"Low Spender"
KT-64802,3977,3,400,Dormant,Rare,"Low Spender"
BF-12151,4010,8,399,Dormant,Occasional,"Low Spender"
RD-199302,5040,5,399,Dormant,Occasional,"Low Spender"
MW-82352,4677,1,397,Dormant,Rare,"Low Spender"
CR-125803,3929,4,397,Dormant,Rare,"Low Spender"
TS-116101,5216,1,397,Dormant,Rare,"Low Spender"
VB-117452,4167,4,397,Dormant,Rare,"Low Spender"
EB-41702,4597,2,396,Dormant,Rare,"Low Spender"
KC-62552,3950,14,395,Dormant,Frequent,"Low Spender"
PB-91501,3934,7,393,Dormant,Occasional,"Low Spender"
AT-7352,3962,5,393,Dormant,Occasional,"Low Spender"
CG-120403,4285,5,393,Dormant,Occasional,"Low Spender"
CM-18151,3954,5,392,Dormant,Occasional,"Low Spender"
NB-186553,4066,3,392,Dormant,Rare,"Low Spender"
BT-13052,4458,5,391,Dormant,Occasional,"Low Spender"
CV-22951,4003,8,387,Dormant,Occasional,"Low Spender"
BW-110654,4105,3,386,Dormant,Rare,"Low Spender"
JD-160154,4005,11,386,Dormant,Frequent,"Low Spender"
VB-117451,3897,3,386,Dormant,Rare,"Low Spender"
AO-8102,4234,2,386,Dormant,Rare,"Low Spender"
JK-153254,4180,4,384,Dormant,Rare,"Low Spender"
MC-78451,4255,4,384,Dormant,Rare,"Low Spender"
RK-93001,3957,6,383,Dormant,Occasional,"Low Spender"
Dp-32401,4362,5,382,Dormant,Occasional,"Low Spender"
MM-79202,3921,1,382,Dormant,Rare,"Low Spender"
VM-218354,4010,8,381,Dormant,Occasional,"Low Spender"
CS-23552,3949,9,381,Dormant,Occasional,"Low Spender"
LT-71102,3970,3,379,Dormant,Rare,"Low Spender"
AS-452,4126,6,379,Dormant,Occasional,"Low Spender"
NF-184754,4418,4,377,Dormant,Rare,"Low Spender"
AB-106003,3977,6,377,Dormant,Occasional,"Low Spender"
GB-45301,4101,4,375,Dormant,Rare,"Low Spender"
JD-58953,3895,5,375,Dormant,Occasional,"Low Spender"
CR-27302,4140,8,374,Dormant,Occasional,"Low Spender"
SS-105151,4670,3,373,Dormant,Rare,"Low Spender"
KC-66752,3912,3,373,Dormant,Rare,"Low Spender"
CG-120402,4276,5,373,Dormant,Occasional,"Low Spender"
MH-76201,4138,4,372,Dormant,Rare,"Low Spender"
AR-5101,4133,2,371,Dormant,Rare,"Low Spender"
AW-9302,3930,3,370,Dormant,Rare,"Low Spender"
DB-32101,4521,10,370,Dormant,Frequent,"Low Spender"
MS-178304,4345,5,370,Dormant,Occasional,"Low Spender"
LS-172304,4670,6,368,Dormant,Occasional,"Low Spender"
IL-51001,4056,8,368,Dormant,Occasional,"Low Spender"
AG-103004,4011,5,367,Dormant,Occasional,"Low Spender"
EM-142004,4051,4,367,Dormant,Rare,"Low Spender"
RB-197052,3909,4,367,Dormant,Rare,"Low Spender"
ES-40201,3921,6,367,Dormant,Occasional,"Low Spender"
AA-3751,4192,6,365,Dormant,Occasional,"Low Spender"
KD-63451,3950,5,364,Dormant,Occasional,"Low Spender"
MR-75452,3993,4,363,Dormant,Rare,"Low Spender"
RD-94803,4720,4,363,Dormant,Rare,"Low Spender"
JD-57902,4192,4,362,Dormant,Rare,"Low Spender"
IM-150551,4404,7,362,Dormant,Occasional,"Low Spender"
GH-46651,4385,7,361,Dormant,Occasional,"Low Spender"
ND-83701,3926,3,360,Dormant,Rare,"Low Spender"
HJ-148754,4019,6,359,Dormant,Occasional,"Low Spender"
DF-131353,4308,4,359,Dormant,Rare,"Low Spender"
NG-83551,4956,3,358,Dormant,Rare,"Low Spender"
PO-88502,4020,2,358,Dormant,Rare,"Low Spender"
PF-92251,3907,6,357,Dormant,Occasional,"Low Spender"
DL-29251,3930,10,356,Dormant,Frequent,"Low Spender"
MO-178002,3998,4,355,Dormant,Rare,"Low Spender"
LF-71851,4677,2,351,Dormant,Rare,"Low Spender"
JB-59251,3915,4,351,Dormant,Rare,"Low Spender"
DB-131201,4810,4,350,Dormant,Rare,"Low Spender"
LW-72153,4361,1,349,Dormant,Rare,"Low Spender"
JM-58652,4656,1,349,Dormant,Rare,"Low Spender"
FG-142603,3944,3,348,Dormant,Rare,"Low Spender"
MG-81452,5237,2,348,Dormant,Rare,"Low Spender"
MK-79051,4112,6,347,Dormant,Occasional,"Low Spender"
GH-44851,3978,4,346,Dormant,Rare,"Low Spender"
ED-38853,3949,9,346,Dormant,Occasional,"Low Spender"
RD-197203,4447,9,346,Dormant,Occasional,"Low Spender"
AS-101353,4128,3,346,Dormant,Rare,"Low Spender"
EB-38403,3936,8,346,Dormant,Occasional,"Low Spender"
ON-87151,4892,2,346,Dormant,Rare,"Low Spender"
MC-81301,4180,4,345,Dormant,Rare,"Low Spender"
MT-78151,4419,3,344,Dormant,Rare,"Low Spender"
DW-135404,3991,9,343,Dormant,Occasional,"Low Spender"
SP-106502,4062,3,342,Dormant,Rare,"Low Spender"
SE-101102,3971,4,342,Dormant,Rare,"Low Spender"
LS-72001,4276,4,341,Dormant,Rare,"Low Spender"
BM-16501,5082,4,341,Dormant,Rare,"Low Spender"
PS-90451,3954,3,341,Dormant,Rare,"Low Spender"
CM-24451,4908,3,341,Dormant,Rare,"Low Spender"
NP-86852,4172,2,340,Dormant,Rare,"Low Spender"
HM-49802,4357,4,340,Dormant,Rare,"Low Spender"
KH-66301,4830,1,340,Dormant,Rare,"Low Spender"
NC-86251,4354,2,339,Dormant,Rare,"Low Spender"
BT-113953,4187,2,337,Dormant,Rare,"Low Spender"
JM-161952,4328,4,336,Dormant,Rare,"Low Spender"
MH-77852,3900,4,336,Dormant,Rare,"Low Spender"
HK-48902,4501,1,336,Dormant,Rare,"Low Spender"
BM-15752,4090,6,334,Dormant,Occasional,"Low Spender"
DM-33451,4038,6,334,Dormant,Occasional,"Low Spender"
NW-84002,4570,3,334,Dormant,Rare,"Low Spender"
DK-31501,3950,4,333,Dormant,Rare,"Low Spender"
DB-29702,3950,6,332,Dormant,Occasional,"Low Spender"
SB-101852,4992,4,332,Dormant,Rare,"Low Spender"
SC-204401,4096,8,332,Dormant,Occasional,"Low Spender"
RS-94201,3926,7,331,Dormant,Occasional,"Low Spender"
KC-65402,3926,5,331,Dormant,Occasional,"Low Spender"
HR-48301,4041,2,331,Dormant,Rare,"Low Spender"
LT-167654,3919,3,330,Dormant,Rare,"Low Spender"
NZ-85651,3992,6,329,Dormant,Occasional,"Low Spender"
LW-68251,3949,9,329,Dormant,Occasional,"Low Spender"
TS-113701,4619,6,329,Dormant,Occasional,"Low Spender"
SS-104103,3919,8,329,Dormant,Occasional,"Low Spender"
SB-101702,3919,9,329,Dormant,Occasional,"Low Spender"
VW-117752,3900,5,328,Dormant,Occasional,"Low Spender"
